"","caseid","V1","V2","V3","V4","V5","V6","V7"
"6263","20160707161480","31","02","Full time","01","630","0","255"
"6264","20160707161507","76","02","No answer","01","555","0","330"
"6265","20160707161513","67","02","Part time","02","635","0","390"
"6266","20160707161521","33","01","Full time","01","456","0","0"
"6267","20160707161539","24","01","Full time","01","680","0","536"
"6268","20160707161540","48","02","Full time","01","493","0","180"
"6269","20160707161553","71","02","No answer","01","600","0","346"
"6270","20160707161557","58","02","No answer","01","480","0","374"
"6271","20160707161566","38","02","No answer","01","360","0","205"
"6272","20160707161570","64","02","Full time","02","565","0","60"
"6273","20160707161573","39","02","No answer","01","480","0","120"
"6274","20160707161580","85","02","No answer","02","720","0","660"
"6275","20160707161612","56","02","Full time","01","423","0","350"
"6276","20160707161619","78","02","No answer","02","906","0","119"
"6277","20160707161674","40","01","Part time","01","483","0","100"
"6278","20160707161675","63","02","No answer","01","510","0","535"
"6279","20160707161690","38","02","Part time","01","541","0","420"
"6280","20160707161722","60","02","No answer","01","510","0","398"
"6281","20160707161726","33","01","Full time","01","485","0","120"
"6282","20160707161767","59","02","No answer","01","510","0","210"
"6283","20160707161774","26","02","No answer","01","480","0","225"
"6284","20160707161777","38","02","No answer","02","592","0","148"
"6285","20160707161794","48","01","Full time","01","570","0","270"
"6286","20160707161795","80","01","No answer","02","660","0","600"
"6287","20160707161814","44","02","No answer","01","520","0","360"
"6288","20160707161818","52","02","Full time","01","575","0","410"
"6289","20160707161831","17","01","No answer","01","663","0","371"
"6290","20160707161848","52","01","Full time","01","480","0","855"
"6291","20160707161862","61","01","Part time","01","600","0","540"
"6292","20160707161876","65","02","No answer","01","380","0","425"
"6293","20160707161889","60","02","Part time","01","480","0","215"
"6294","20160707161893","31","01","Full time","01","540","0","571"
"6295","20160707161905","57","01","Part time","01","480","0","280"
"6296","20160707161907","80","01","No answer","01","480","0","570"
"6297","20160707161917","21","02","No answer","01","390","0","120"
"6298","20160707161955","31","01","Full time","01","480","0","210"
"6299","20160707161961","45","01","Full time","01","480","0","125"
"6300","20160707162025","78","01","No answer","01","450","0","745"
"6301","20160707162041","45","02","Full time","01","450","0","170"
"6302","20160707162042","64","01","No answer","01","585","0","75"
"6303","20160707162044","63","02","No answer","01","430","0","570"
"6304","20160707162048","44","02","Part time","01","405","0","205"
"6305","20160707162053","52","01","Full time","01","610","0","90"
"6306","20160707162070","47","01","Full time","01","380","0","475"
"6307","20160707162117","78","02","No answer","01","520","0","490"
"6308","20160707162136","63","01","No answer","01","630","0","451"
"6309","20160707162142","54","01","No answer","02","509","0","190"
"6310","20160707162179","68","02","Part time","01","570","0","220"
"6311","20160707162181","64","01","Full time","01","361","0","55"
"6312","20160707162202","37","02","Full time","01","420","0","30"
"6313","20160707162238","62","01","No answer","02","803","0","260"
"6314","20160707162268","60","01","Full time","01","360","0","0"
"6315","20160707162270","18","02","Part time","01","780","0","540"
"6316","20160707162275","46","02","Full time","01","350","0","30"
"6317","20160707162289","64","01","No answer","01","448","0","470"
"6318","20160707162312","63","01","No answer","01","630","0","525"
"6319","20160707162315","41","01","Full time","01","605","0","340"
"6320","20160707162345","40","02","Full time","01","360","0","0"
"6321","20160707162350","64","01","No answer","02","420","0","982"
"6322","20160707162366","59","02","Full time","01","360","0","240"
"6323","20160707162369","47","01","Full time","01","365","0","0"
"6324","20160707162415","66","02","Part time","01","390","0","305"
"6325","20160707162416","65","02","No answer","02","240","0","45"
"6326","20160707162437","43","02","Full time","01","563","0","130"
"6327","20160707162439","43","01","Full time","01","631","0","300"
"6328","20160707162441","48","01","Full time","01","690","0","225"
"6329","20160707162448","46","02","No answer","01","450","0","210"
"6330","20160707162459","30","02","Full time","01","605","0","204"
"6331","20160707162493","28","02","Part time","01","450","0","0"
"6332","20160707162512","54","02","Part time","01","710","0","114"
"6333","20160707162518","42","01","No answer","02","720","0","660"
"6334","20160707162522","85","01","No answer","02","582","0","549"
"6335","20160707162528","37","02","Full time","01","540","0","360"
"6336","20160805160992","25","01","No answer","01","805","0","0"
"6337","20160805161109","33","02","Part time","01","423","0","90"
"6338","20160805162324","28","02","Full time","01","525","0","100"
"6339","20160806160081","61","02","No answer","01","510","0","143"
"6340","20160806160135","25","02","Full time","01","530","0","0"
"6341","20160806160500","69","02","No answer","02","600","0","640"
"6342","20160806160510","80","01","No answer","01","390","0","480"
"6343","20160806160526","64","02","No answer","01","540","0","480"
"6344","20160806160533","28","01","Full time","01","585","0","0"
"6345","20160806160534","36","02","Full time","01","465","0","765"
"6346","20160806160559","50","02","Part time","01","600","0","464"
"6347","20160806160614","33","02","Part time","01","550","0","118"
"6348","20160806160623","44","01","Full time","01","465","0","230"
"6349","20160806160628","40","02","Full time","01","520","0","315"
"6350","20160806160634","41","01","Full time","01","390","0","25"
"6351","20160806160669","53","01","Full time","01","420","0","120"
"6352","20160806160689","55","02","No answer","02","540","0","165"
"6353","20160806160711","33","02","Part time","01","490","0","195"
"6354","20160806160721","76","02","Part time","01","473","0","775"
"6355","20160806160725","36","01","Full time","01","820","0","580"
"6356","20160806160727","74","02","No answer","01","370","0","260"
"6357","20160806160739","85","02","No answer","02","480","0","670"
"6358","20160806160741","33","02","Full time","01","750","0","0"
"6359","20160806160763","17","02","No answer","01","695","0","120"
"6360","20160806160775","66","02","No answer","01","540","0","145"
"6361","20160806160782","27","02","Full time","01","553","0","405"
"6362","20160806160803","53","02","No answer","01","583","0","450"
"6363","20160806160816","76","01","Full time","01","385","0","25"
"6364","20160806160832","61","02","Full time","01","510","0","90"
"6365","20160806160846","58","02","No answer","01","240","0","0"
"6366","20160806160868","15","01","No answer","01","480","0","297"
"6367","20160806160869","51","02","Full time","01","480","0","40"
"6368","20160806160897","32","02","No answer","01","500","0","100"
"6369","20160806160940","53","02","No answer","02","508","0","570"
"6370","20160806160981","43","01","Full time","01","345","0","306"
"6371","20160806161001","67","02","Full time","01","360","0","475"
"6372","20160806161065","34","01","No answer","01","645","0","360"
"6373","20160806161074","59","02","No answer","02","680","0","315"
"6374","20160806161085","37","02","Full time","01","390","0","315"
"6375","20160806161091","42","01","Full time","01","540","0","0"
"6376","20160806161098","85","02","No answer","01","580","0","580"
"6377","20160806161106","18","01","No answer","01","540","0","210"
"6378","20160806161107","62","02","Full time","01","390","0","245"
"6379","20160806161152","55","01","Full time","01","455","0","150"
"6380","20160806161161","59","02","No answer","02","445","0","367"
"6381","20160806161178","31","02","No answer","01","527","0","270"
"6382","20160806161180","65","02","Part time","01","540","0","330"
"6383","20160806161241","63","02","No answer","01","360","0","853"
"6384","20160806161250","37","02","Full time","01","570","0","180"
"6385","20160806161257","49","01","No answer","01","420","0","330"
"6386","20160806161307","24","02","Full time","01","285","0","445"
"6387","20160806161309","23","01","Full time","01","480","0","0"
"6388","20160806161310","51","02","No answer","01","510","0","499"
"6389","20160806161329","45","02","Part time","01","450","0","283"
"6390","20160806161373","34","02","No answer","01","480","0","125"
"6391","20160806161387","43","02","No answer","01","885","0","70"
"6392","20160806161405","34","02","Full time","01","730","0","0"
"6393","20160806161432","37","01","Full time","01","180","0","330"
"6394","20160806161444","69","02","No answer","01","514","0","322"
"6395","20160806161467","52","01","No answer","01","525","0","745"
"6396","20160806161469","45","02","No answer","01","835","0","390"
"6397","20160806161472","38","01","Full time","01","330","0","300"
"6398","20160806161507","44","01","Full time","01","600","0","90"
"6399","20160806161514","62","01","Full time","01","495","0","315"
"6400","20160806161548","50","02","Full time","01","305","0","60"
"6401","20160806161557","66","01","Part time","02","880","0","464"
"6402","20160806161573","30","01","No answer","01","676","0","90"
"6403","20160806161574","45","02","Full time","01","500","0","157"
"6404","20160806161578","39","01","No answer","01","570","0","150"
"6405","20160806161580","60","01","Full time","01","705","0","355"
"6406","20160806161606","41","01","Full time","01","360","0","0"
"6407","20160806161608","38","02","No answer","01","494","0","158"
"6408","20160806161623","19","02","Full time","01","720","0","0"
"6409","20160806161636","56","01","Full time","01","390","0","135"
"6410","20160806161646","47","02","Full time","01","480","0","195"
"6411","20160806161650","50","01","Full time","01","470","0","100"
"6412","20160806161658","26","01","Full time","01","608","0","270"
"6413","20160806161660","32","02","Full time","01","529","0","21"
"6414","20160806161672","31","01","Full time","01","630","0","360"
"6415","20160806161677","23","01","Full time","01","570","0","0"
"6416","20160806161679","59","01","No answer","02","625","0","445"
"6417","20160806161685","61","02","Full time","01","840","0","345"
"6418","20160806161689","40","02","Full time","01","540","0","144"
"6419","20160806161697","60","01","Full time","01","440","0","220"
